sentence,aspect,polarity
"the doctors in Riaz hospital , Mo had DI pour Gora oh poor are very qualified and can perform different kind of surgeries so that is great","['surgeries', 'gora', 'hospital', 'doctors', 'riaz']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
Veda punch a karma hospital base art pour Gora kh pair provides a cashless service option if the health insurance providers that you have choose and are on their list and they did take really good care of my daughter who was suffering from dengue,"['dengue', 'gora', 'hospital', 'insurance', 'cashless']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']"
it is the best hospital to go to,"['hospital', 'best']","['Positive', 'Positive']"
"they are not money minded and are very kind , unlike doctors in other places","['doctors', 'minded', 'money', 'places', 'kind']","['Positive', 'Positive', 'Negative', 'Neutral', 'Positive']"
all the doctors at this hospital have good years of experience so you can definitely trust them without fear,"['hospital', 'trust', 'doctors', 'experience', 'definitely']","['Neutral', 'Positive', 'Positive', 'Positive', 'Positive']"
they also have the best doctors who can make use of the technology,"['doctors', 'technology', 'best', 'use', 'make']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
"this hospital has a lot of amenities like laboratory , pharmacy a dialysis center and Cath lab and much more which sees to it that the needs of the patients are met no matter what surgery they have come for","['hospital', 'patients', 'dialysis', 'amenities', 'surgery']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
but these doctors were able to do that and recommend surgery and my mother feels amazing now,"['surgery', 'doctors', 'mother', 'amazing', 'feels']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
Shakuntal a hospital rapt in the agar Gora kh pair has experienced staff and state of the art technology and modern amenities,"['hospital', 'gora', 'shakuntal', 'amenities', 'staff']","['Neutral', 'Positive', 'Neutral', 'Positive', 'Positive']"
this hospital offers treatment at affordable prices and the medical care of this place is really excellent,"['hospital', 'affordable', 'medical', 'treatment', 'prices']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
this hospital has fully functional operation theaters ICUs and emergency rooms and good infrastructure so it is a good idea to work for them,"['hospital', 'rooms', 'emergency', 'operation', 'icus']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
"the doctors at the Tory Murti hospital park red gore , oh poor are very sincere and they are very dedicated towards giving their clients amazing results","['doctors', 'hospital', 'tory', 'clients', 'poor']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
they coordinated with my health insurance company and got it done quickly,"['insurance', 'company', 'quickly', 'coordinated', 'health']","['Positive', 'Positive', 'Positive', 'Positive', 'Neutral']"
MA gay Atri hospital Qazi pours Khurd Gora kh pair provides quality care because they have staff that is very passionate and professional and care for their patients,"['gora', 'hospital', 'patients', 'qazi', 'staff']","['Neutral', 'Neutral', 'Positive', 'Neutral', 'Positive']"
the doctors at this hospital are simply too good and do the surgery with great skill and patience and the success rate at this hospital is really high,"['surgery', 'hospital', 'doctors', 'success', 'patience']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
the room service was also amazing,"['room', 'service', 'amazing']","['Positive', 'Positive', 'Positive']"
"this hospital is one of the oldest hospitals and they have the best doctors , technicians and paramedics who take amazing care of you","['hospitals', 'hospital', 'paramedics', 'doctors', 'oldest']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
this hospital provides a comprehensive range of healthcare services and each and every one of their services is simply brilliant,"['hospital', 'healthcare', 'comprehensive', 'services', 'provides']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
the doctors are very good as well,"['doctors', 'good']","['Positive', 'Positive']"
"the infrastructure at this hospital is great and the a men it , I use and facilities are also amazing","['hospital', 'facilities', 'infrastructure', 'men', 'great']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
the process of getting admitted at this hospital was having sell free and they took really good care of me which was amazing,"['hospital', 'care', 'admitted', 'free', 'process']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
the doctors are very good as well,"['doctors', 'good']","['Positive', 'Positive']"
pan Martin clinic Indira Nagar Gora oh power has fully functional operation theaters ICUs and emergency rooms and good infrastructure so it is a good idea to work for them,"['nagar', 'clinic', 'emergency', 'operation', 'rooms']","['Positive', 'Neutral', 'Positive', 'Positive', 'Positive']"
"everyone in Bala ji hospital s auto , manual is Madurai from the staff to the maid is great and they know how to treat their patients well","['madurai', 'hospital', 'patients', 'maid', 'manual']","['Neutral', 'Neutral', 'Neutral', 'Positive', 'Neutral']"
"rid hi hospital Bashar of our Gora kh pair is one of the oldest hospitals and they have the best doctors , technicians and paramedics who take amazing care of you","['hospitals', 'gora', 'hospital', 'paramedics', 'bashar']","['Neutral', 'Positive', 'Neutral', 'Positive', 'Neutral']"
the doctors at sea or child care Shakti Nagar colony Gora kh pair have amazing credentials and the rating of the hospital is also really good,"['hospital', 'gora', 'nagar', 'doctors', 'credentials']","['Positive', 'Positive', 'Neutral', 'Positive', 'Positive']"
this hospital is really amazing,"['hospital', 'amazing', 'really']","['Positive', 'Positive', 'Positive']"
arc fertility hospitals Siva Ganga I Madurai has cutting edge technology and the skills of the doctors are also too good here,"['madurai', 'hospitals', 'fertility', 'technology', 'doctors']","['Neutral', 'Neutral', 'Neutral', 'Positive', 'Positive']"
this hospital has some great doctors who are not only well qualified but also are really invested in the health of their patients,"['hospital', 'patients', 'doctors', 'health', 'qualified']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
Dr agar was eye hospital arap palayam Madurai has doctors who do the surgery using latest technologies and ensure that you will not have any pain,"['surgery', 'agar', 'arap', 'madurai', 'palayam']","['Positive', 'Positive', 'Neutral', 'Neutral', 'Neutral']"
Shri ram Jank I net Ra lay a jubilee red gore kh bar is a pioneer of innovation and they use the newest and innovative technologies to give their patients the best results,"['patients', 'innovation', 'innovative', 'jank', 'technologies']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
I am glad that I admitted my father here,"['admitted', 'father', 'glad']","['Positive', 'Neutral', 'Positive']"
at Chay specialty hospital pas u male Madurai offers adult and newborn intensive care units operation theatres and their services are just the best as are their staff and doctors,"['madurai', 'hospital', 'theatres', 'specialty', 'services']","['Positive', 'Positive', 'Neutral', 'Neutral', 'Positive']"
this hospital has all the emergency equipment that is needed in the ICU and they analyze the reports really well and give a proper diagnosis,"['hospital', 'icu', 'diagnosis', 'emergency', 'reports']","['Positive', 'Neutral', 'Positive', 'Positive', 'Positive']"
Jaya Laxmi heart care seem okay l Madurai is a pioneer of innovation and they use the newest and innovative technologies to give their patients the best results,"['madurai', 'jaya', 'innovation', 'innovative', 'laxmi']","['Positive', 'Neutral', 'Positive', 'Positive', 'Neutral']"
but these doctors were able to do that and recommend surgery and my mother feels amazing now,"['surgery', 'doctors', 'mother', 'amazing', 'feels']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
their service includes ambulance services blood bank services and a pharmacy,"['ambulance', 'services', 'pharmacy', 'service', 'bank']","['Positive', 'Positive', 'Neutral', 'Positive', 'Positive']"
park hospital is to hat a Gora kh bar has amazing staff who will check on you at regular intervals and ensure that you are well taken care of,"['hospital', 'gora', 'park', 'staff', 'bar']","['Neutral', 'Positive', 'Neutral', 'Positive', 'Neutral']"
aroma multi specialty hospital than being that the Madurai has state of the art technology and amenities which ensures that your surgery will be done with accuracy,"['madurai', 'hospital', 'specialty', 'surgery', 'amenities']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
this hospital has experienced staff and state of the art technology and modern amenities,"['hospital', 'amenities', 'staff', 'technology', 'modern']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
this hospital is one I of the most well known hospitals and they have really acclaimed doctors,"['hospitals', 'hospital', 'doctors', 'acclaimed', 'known']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
this hospital provides super specialty services so no matter what you are suffering since they have got you covered,"['hospital', 'specialty', 'services', 'suffering', 'super']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
it is a good hospital,"['hospital', 'good']","['Positive', 'Positive']"
